date,averageReturn
2016-07-08,0.5533176838604816
2016-07-07,0.22977925403770172
2016-07-06,1.2987344918903407
2016-07-05,0.2577197560547558
2016-07-01,1.2593421518090986
2016-06-30,0.82219567637464
2016-06-29,1.3403390485812312
2016-06-28,0.35993448864701405
2016-06-27,-0.18034782380317296
2016-06-24,0.1671417351413796
2016-06-23,0.7073936458253282
2016-06-22,-0.5558484826903674
2016-06-21,0.3677518932808399
2016-06-20,-0.6010219640139144
2016-06-17,-0.9797025566407566
2016-06-16,0.6522659684656632
2016-06-15,-0.27069131294018567
2016-06-14,-0.49929768116035544
2016-06-13,-0.23527607555075977
2016-06-10,-0.7864726256467517
2016-06-09,-0.1595471336120804
2016-06-08,0.3578527310922607
2016-06-07,0.49112587767389704
2016-06-06,0.3769223341454904
2016-06-03,-0.43146567179560824
2016-06-02,-0.13817103630353278
2016-06-01,0.02714191857615611
2016-05-31,0.3274571997201231
2016-05-27,0.49904259081762997
2016-05-26,0.5297653663315136
2016-05-25,0.583791947132312
2016-05-24,1.1639192019324174
2016-05-23,-0.5109595227675795
2016-05-20,0.7353651504695619
2016-05-19,-0.050807225862838104
2016-05-18,0.8641278431846257
2016-05-17,-1.4964997658867918
2016-05-16,1.1918885188905826
2016-05-13,-0.4906006827343575
2016-05-12,-0.9442137291760206
2016-05-11,-0.5869055541501383
2016-05-10,0.7045385013312717
2016-05-09,-0.8695132519586236
2016-05-06,1.1099170724261564
2016-05-05,-1.5280990734474984
2016-05-04,-0.7443901852651605
2016-05-03,-0.5859421690922091
2016-05-02,0.36954499237154825
2016-04-29,-0.3872185311892943
2016-04-28,-1.7528547292555596
2016-04-27,0.10741690076997805
2016-04-26,-0.44937494029059744
2016-04-25,0.22630264113705661
2016-04-22,0.2776807017487875
2016-04-21,-0.15822029994744594
2016-04-20,0.05742095623207115
2016-04-19,-0.9512581288051732
2016-04-18,0.6664988899276711
2016-04-15,0.29858075284845353
2016-04-14,0.7195692960762585
2016-04-13,1.16856656370043
2016-04-12,0.6230073351355172
2016-04-11,-0.4456621597060285
2016-04-08,-1.1362321451685702
2016-04-07,-1.5956988257483398
2016-04-06,1.7508625954641985
2016-04-05,0.9992911355176524
2016-04-04,-0.37491189827706367
2016-04-01,0.4389198559886219
2016-03-31,-0.09492180045161216
2016-03-30,-0.6064745359580547
2016-03-29,1.4396762688497893
2016-03-28,-0.5509176372427669
2016-03-24,1.2445475277086122
2016-03-23,-1.1786002438765604
2016-03-22,0.4706764792591184
2016-03-21,0.5842865192084743
2016-03-18,-0.49270238330230975
2016-03-17,1.159970614403067
2016-03-16,1.280189747146062
2016-03-15,0.9164850201241338
2016-03-14,0.6519818445283735
2016-03-11,0.7632603135983214
2016-03-10,-0.9960480294700531
2016-03-09,1.2049010064128798
2016-03-08,0.2726680068056923
2016-03-07,0.5181139002020677
2016-03-04,0.20589466604853826
2016-03-03,0.5472866457921448
2016-03-02,1.1657204007296977
2016-03-01,1.3030833728537794
2016-02-29,-0.38078695605749674
2016-02-26,-0.648516662084878
2016-02-25,1.6981596165602642
2016-02-24,1.9772258131276779
2016-02-23,-1.164836074081977
2016-02-22,0.9778452286166089
2016-02-19,0.554584238937031
2016-02-18,-1.8094851876985736
2016-02-17,2.213027042899534
2016-02-16,0.07002322255668689
2016-02-12,-0.240604187259092
2016-02-11,0.7622385794411369
2016-02-10,-1.4524021221539
2016-02-09,1.7848686699434873
2016-02-08,-0.8909240851267413
2016-02-05,-3.070339066262109
2016-02-04,1.0066143567090755
2016-02-03,-2.193674602892775
2016-02-02,-2.438511293839935
2016-02-01,0.8593056174064785
2016-01-29,1.8313574495298952
2016-01-28,0.041517859901025765
2016-01-27,-1.472140068903056
2016-01-26,0.28181397565519795
2016-01-25,-1.853812048787874
2016-01-22,1.0530667779329435
2016-01-21,-0.5891129434111317
2016-01-20,1.125840762907737
2016-01-19,-1.5644629430679338
2016-01-15,0.5769144916392995
2016-01-14,1.7134582526347824
2016-01-13,-3.9922916351078657
2016-01-12,-0.06727757707941778
2016-01-11,-0.809294653109619
2016-01-08,-2.047946862903113
2016-01-07,-0.9279339483461492
2016-01-06,0.3903072214447464
2016-01-05,-0.9075840155111896
2016-01-04,0.04950138407974451
2015-12-31,-0.6430483143046922
2015-12-30,-0.3251312054370062
2015-12-29,1.235694297304764
2015-12-28,0.4360210019702505
2015-12-24,-0.4503424547335329
2015-12-23,0.344719385336508
2015-12-22,-0.09689517830995306
2015-12-21,0.10524679280794284
2015-12-18,-1.504793440932799
2015-12-17,-1.323376560141467
2015-12-16,1.5882849725373884
2015-12-15,-0.4626508252532827
2015-12-14,0.42037996617750917
2015-12-11,-2.4269026672733243
2015-12-10,0.15716498562302328
2015-12-09,-0.4513662662013638
2015-12-08,0.031702445072326516
2015-12-07,-0.035860135357395115
2015-12-04,1.8825352806234694
2015-12-03,-1.4531884452964072
2015-12-02,-0.9115148848794625
2015-12-01,1.0577086339297925
2015-11-30,-0.06108019967061257
2015-11-27,-0.007192019036316661
2015-11-25,0.5501791086681067
2015-11-24,0.34876330700950253
2015-11-23,-0.2569634643510604
2015-11-20,0.030010281214529443
2015-11-19,0.20073813968187898
2015-11-18,1.8746016019506917
2015-11-17,-0.4529184055968445
2015-11-16,2.4585653808446986
2015-11-13,-1.5755677252849545
2015-11-12,-0.6422258618539163
2015-11-11,0.04017964908804027
2015-11-10,-0.5712979621037317
2015-11-09,-1.3440653943529939
